userID,gameID,prediction
u98484614,g66296428
u98484614,g16315446
u21261196,g31800990
u21261196,g75046549
u35298149,g61225634
u35298149,g52261283
u56399548,g35296108
u56399548,g17074600
u59370809,g31712310
u59370809,g76810548
u55775774,g05914065
u55775774,g11874212
u26651259,g36222633
u26651259,g24982722
u23210251,g85900991
u23210251,g05152528
u17224257,g85094839
u17224257,g63333063
u49076616,g48657523
u49076616,g06849398
u53420470,g04830062
u53420470,g85980188
u16116202,g61958781
u16116202,g65170299
u58246803,g79499736
u58246803,g36558912
u50987399,g82616432
u50987399,g80603516
u67143531,g14525638
u67143531,g25775891
u93655272,g76120150
u93655272,g51753734
u25438529,g47205010
u25438529,g18542484
u97999106,g61264440
u97999106,g04423005
u98443157,g61214579
u98443157,g79589034
u54507745,g41331921
u54507745,g75441153
u51175241,g90154665
u51175241,g84951444
u35666144,g94005519
u35666144,g35881004
u52585979,g38434648
u52585979,g15632833
u15827297,g69033010
u15827297,g51367911
u80016522,g41348232
u80016522,g74035719
u61755488,g59271404
u61755488,g96187396
u65526955,g35972218
u65526955,g04880803
u79311898,g39055346
u79311898,g25051247
u53316375,g48657523
u53316375,g72085756
u61948708,g48512616
u61948708,g92594366
u76337229,g24822320
u76337229,g67854350
u42896872,g93472243
u42896872,g60267962
u85921592,g50163420
u85921592,g24508767
u20132431,g12460730
u20132431,g05433554
u00715488,g28303713
u00715488,g09241277
u60564624,g70466974
u60564624,g91440237
u62593459,g88216046
u62593459,g29464734
u30647811,g46446145
u30647811,g17507217
u98158963,g24479985
u98158963,g88258978
u13620759,g84207332
u13620759,g85736370
u46422197,g93941352
u46422197,g94807130
u53543007,g77400036
u53543007,g59505924
u96364924,g29752784
u96364924,g67071738
u57027153,g46950698
u57027153,g68547272
u81310029,g64574718
u81310029,g53947521
u70835980,g17807252
u70835980,g82317851
u60584353,g85103579
u60584353,g02984868
u57130814,g42907287
u57130814,g07717755
u18198302,g79333823
u18198302,g05388491
u29004052,g86787099
u29004052,g69744925
u35434324,g05339526
u35434324,g77718054
u29419712,g67139666
u29419712,g54514430
u25657821,g42403034
u25657821,g21020026
u14083278,g15217706
u14083278,g49636917
u84062881,g22839997
u84062881,g83607000
u15763015,g85026274
u15763015,g53969661
u81779282,g35449408
u81779282,g18980112
u67081608,g03454293
u67081608,g53014992
u46422197,g11862712
u46422197,g54199262
u80165894,g23403411
u80165894,g50079336
u20778676,g34765721
u20778676,g17332209
u31052108,g23885183
u31052108,g07086210
u67084531,g49208981
u67084531,g61685766
u50097048,g10406824
u50097048,g29255734
u60956035,g62805978
u60956035,g65170299
u54669683,g29326880
u54669683,g72333190
u11593267,g54087643
u11593267,g49982729
u64398351,g79866169
u64398351,g65052090
u89478667,g92454558
u89478667,g01435414
u94977887,g73265847
u94977887,g94908252
u66968893,g89809648
u66968893,g11919936
u68225433,g52414449
u68225433,g05031080
u06535577,g48350599
u06535577,g71128555
u36025454,g15536656
u36025454,g45086997
u96019728,g06097413
u96019728,g32642694
u60473832,g02141122
u60473832,g73341737
u42702163,g83093985
u42702163,g23185261
u15111837,g22386746
u15111837,g84633727
u29419712,g40372626
u29419712,g55716971
u02906788,g03136155
u02906788,g17507217
u49817851,g35331676
u49817851,g31844904
u93087874,g16952539
u93087874,g51914061
u42921970,g81608348
u42921970,g23762514
u62610693,g22161219
u62610693,g07819672
u86837249,g33872505
u86837249,g23906482
u91640743,g06097413
u91640743,g82004731
u61082324,g16952539
u61082324,g64965309
u82502934,g78970626
u82502934,g99554488
u66004745,g52187292
u66004745,g44688036
u10402813,g02637258
u10402813,g73792397
u08730023,g91024164
u08730023,g46421142
u31609337,g10406824
u31609337,g35997967
u92134089,g32886144
u92134089,g27466421
u76745785,g43692578
u76745785,g15547870
u10804532,g59544573
u10804532,g62607719
u11464339,g06045292
u11464339,g96083451
u84554687,g28740995
u84554687,g88311123
u58947884,g02428379
u58947884,g27370047
u93915033,g38617825
u93915033,g14867677
u85183634,g57734956
u85183634,g67128840
u37959553,g66220144
u37959553,g35449408
u52695457,g89492775
u52695457,g29809673
u85588071,g10259243
u85588071,g26965656
u78578337,g45519076
u78578337,g46421142
u75597994,g79333823
u75597994,g70479705
u99590760,g05349653
u99590760,g97038061
u38718529,g18283520
u38718529,g85491208
u95213459,g84254492
u95213459,g75450500
u26651259,g02903254
u26651259,g17507217
u72952508,g67293287
u72952508,g05594944
u37274930,g11919936
u37274930,g72085756
u82276354,g18658878
u82276354,g24849398
u92083302,g24982722
u92083302,g05389339
u27823790,g49593949
u27823790,g66481183
u16220374,g25077590
u16220374,g45359822
u39534714,g91799982
u39534714,g84127019
u36252269,g67366154
u36252269,g47086763
u87799097,g61225634
u87799097,g29888880
u84512016,g76810548
u84512016,g37198629
u61150089,g98217589
u61150089,g26104453
u97099051,g02230168
u97099051,g83221585
u62365327,g94132851
u62365327,g14937000
u31135608,g58129520
u31135608,g57187406
u69137549,g47086763
u69137549,g69249829
u11400327,g82994209
u11400327,g63309816
u90945829,g85252310
u90945829,g26730287
u92729375,g03706634
u92729375,g22948369
u54111399,g37198629
u54111399,g46950883
u68530602,g06324638
u68530602,g72574918
u25180573,g39366834
u25180573,g38440799
u74426406,g83757895
u74426406,g44908961
u67309742,g51283481
u67309742,g90348447
u64030091,g40499587
u64030091,g54894888
u24541889,g47446961
u24541889,g72460998
u20316991,g66324364
u20316991,g70852781
u69861266,g56626398
u69861266,g77328045
u14407800,g25077590
u14407800,g00785638
u34600363,g74210041
u34600363,g90983990
u31605448,g47290851
u31605448,g76027154
u06266052,g64348065
u06266052,g27466421
u02402833,g54465548
u02402833,g57588908
u52498232,g72683624
u52498232,g82655220
u42411555,g02637258
u42411555,g95916447
u33908008,g09670581
u33908008,g90063494
u69825040,g46446145
u69825040,g80035010
u31548470,g49387258
u31548470,g56595409
u64157292,g16653801
u64157292,g24862366
u36610257,g41896919
u36610257,g85488978
u75552947,g33598656
u75552947,g18146279
u48340663,g79333823
u48340663,g71471611
u69465618,g36958384
u69465618,g69033010
u90130076,g37899466
u90130076,g99513625
u45711549,g42862258
u45711549,g49387258
u32456321,g99674775
u32456321,g04443491
u04695380,g26730287
u04695380,g30891154
u31245260,g80441672
u31245260,g68037722
u74573586,g12911763
u74573586,g21544048
u36078563,g75160975
u36078563,g40725802
u03887694,g82275622
u03887694,g88161192
u06109427,g67038900
u06109427,g83773334
u60975696,g29494592
u60975696,g26129292
u33085406,g10876271
u33085406,g69081883
u37098825,g06378804
u37098825,g69033010
u14981323,g22868280
u14981323,g10399772
u08135758,g24809309
u08135758,g78278951
u22096553,g00663854
u22096553,g85485988
u46685808,g76745472
u46685808,g41185938
u66660782,g16087475
u66660782,g14799103
u58998893,g54703242
u58998893,g55987459
u33994300,g41623816
u33994300,g78002993
u17759890,g34412552
u17759890,g38724809
u55309834,g53908452
u55309834,g46033000
u78532330,g68302537
u78532330,g48341630
u45713244,g03136155
u45713244,g77288617
u25036365,g89793168
u25036365,g13121437
u09833175,g10879560
u09833175,g57032458
u59568450,g15870705
u59568450,g14055591
u72460514,g46287090
u72460514,g18658878
u21233168,g47087082
u21233168,g25357537
u02507193,g73265847
u02507193,g70618040
u42025067,g19475656
u42025067,g07819486
u03516535,g27370047
u03516535,g11772939
u89855328,g70274773
u89855328,g84227207
u71346354,g01914885
u71346354,g12866073
u92905321,g04025903
u92905321,g79208840
u19719654,g15881340
u19719654,g00663854
u58912859,g37446712
u58912859,g46486970
u29017568,g36558912
u29017568,g28580984
u47470615,g34477578
u47470615,g63858284
u79574037,g53223749
u79574037,g18492081
u54479503,g37422652
u54479503,g16363798
u50086910,g28303713
u50086910,g69849525
u64368070,g95116279
u64368070,g63986135
u02276429,g49368897
u02276429,g00880401
u03203266,g51367911
u03203266,g86399378
u15250211,g21037002
u15250211,g67973751
u82528197,g07804237
u82528197,g72724018
u90509755,g36122744
u90509755,g39055346
u29302274,g83424757
u29302274,g18252834
u95484217,g96083451
u95484217,g93399244
u49842960,g21037002
u49842960,g45978626
u41227532,g59109370
u41227532,g51573323
u32771256,g10932727
u32771256,g33333072
u61791810,g40551467
u61791810,g47087082
u19057918,g41896919
u19057918,g01944662
u02126281,g62850718
u02126281,g81578921
u32158093,g82317851
u32158093,g68137463
u21934617,g32028748
u21934617,g91200810
u32473559,g10773791
u32473559,g14120436
u66004745,g65734768
u66004745,g48588008
u99921366,g75632390
u99921366,g43254702
u18846988,g83595955
u18846988,g26192910
u18406102,g61465953
u18406102,g21947930
u91673094,g83853612
u91673094,g46924825
u37103371,g56396594
u37103371,g67696680
u30258510,g68302537
u30258510,g65956617
u19599296,g52947714
u19599296,g95225789
u97799002,g52620301
u97799002,g42482702
u73074491,g54619657
u73074491,g31756494
u88361580,g68135850
u88361580,g70742092
u21233168,g29741733
u21233168,g61310716
u08898885,g27545941
u08898885,g28963745
u24898713,g10444367
u24898713,g20085427
u64337644,g26556480
u64337644,g15064446
u79303552,g03128638
u79303552,g95896637
u05692952,g65773934
u05692952,g12909815
u91343803,g81456217
u91343803,g24194110
u04836696,g41141819
u04836696,g85485988
u89365224,g36122744
u89365224,g58564429
u20237145,g18542484
u20237145,g70618040
u93124412,g34193208
u93124412,g09569977
u25150038,g61076572
u25150038,g45605061
u67243762,g04830062
u67243762,g77346715
u97764793,g05974045
u97764793,g02428379
u42166729,g60416652
u42166729,g93509033
u62757983,g32799642
u62757983,g32411592
u57035589,g53715495
u57035589,g77171248
u02211193,g61264440
u02211193,g83607000
u85269168,g18111735
u85269168,g63333063
u76404562,g81858269
u76404562,g51093074
u70389962,g76120150
u70389962,g49722483
u57877998,g71192260
u57877998,g10183897
u36098188,g17807252
u36098188,g30998929
u37555146,g26192910
u37555146,g37327565
u77668657,g84720805
u77668657,g92469827
u76625956,g65905047
u76625956,g30594093
u80541052,g51560220
u80541052,g04641598
u81055090,g89809648
u81055090,g08353646
u93072491,g74942396
u93072491,g31156952
u06746174,g26710111
u06746174,g00288786
u87165125,g27491100
u87165125,g28405264
u22286703,g79604681
u22286703,g65055990
u50086910,g63870321
u50086910,g05433554
u24610597,g35296108
u24610597,g45277843
u79381473,g79499736
u79381473,g76527380
u82943357,g24550764
u82943357,g56127438
u66004745,g68959096
u66004745,g22516113
u30207117,g62850718
u30207117,g46486970
u50584769,g09203234
u50584769,g82874353
u12502495,g66296428
u12502495,g71370190
u46075637,g48556857
u46075637,g82671470
u74896566,g17807252
u74896566,g85632182
u65883423,g78811835
u65883423,g22800059
u77351829,g43689131
u77351829,g88847485
u17884154,g60053245
u17884154,g76425544
u19075325,g23106667
u19075325,g21091013
u73735056,g83737994
u73735056,g36859945
u45635865,g79819183
u45635865,g52619025
u91862741,g78355069
u91862741,g63035379
u47732229,g92237283
u47732229,g23815030
u35871341,g47669117
u35871341,g00569122
u61482504,g67366154
u61482504,g59848866
u36368445,g53927674
u36368445,g17807252
u55093422,g10259243
u55093422,g42862258
u63686582,g88847485
u63686582,g93882251
u63229947,g15536656
u63229947,g66403731
u67143531,g48657523
u67143531,g29741733
u00791934,g51283481
u00791934,g54944921
u73273194,g17612425
u73273194,g41077930
u51062008,g79333823
u51062008,g25241241
u20566880,g17604638
u20566880,g73341737
u24139989,g60355697
u24139989,g44688036
u99615598,g97650885
u99615598,g23762514
u51872234,g91177309
u51872234,g54099326
u04695380,g85442587
u04695380,g06538880
u50987399,g05572229
u50987399,g04805148
u69158652,g38436583
u69158652,g68559005
u90087391,g60355697
u90087391,g09558961
u26800137,g97784906
u26800137,g67038900
u54511224,g24550764
u54511224,g97310160
u10803498,g30891154
u10803498,g68420270
u83845547,g15371817
u83845547,g77171248
u26810316,g29592534
u26810316,g24865121
u57508791,g41348232
u57508791,g18762273
u67932163,g17361564
u67932163,g35296108
u46440137,g99526401
u46440137,g02395333
u46422197,g08561999
u46422197,g46421142
u50754309,g67429053
u50754309,g75441153
u79289617,g62805978
u79289617,g70132690
u81058112,g96083451
u81058112,g69425217
u26246234,g70906782
u26246234,g95572890
u45713244,g82220080
u45713244,g87534849
u03606376,g75307137
u03606376,g50216638
u31712305,g81608348
u31712305,g29567022
u29861752,g70011042
u29861752,g49614477
u72478974,g22284227
u72478974,g36281648
u85801219,g19179172
u85801219,g84985541
u96733126,g16246767
u96733126,g32003820
u80880312,g60949442
u80880312,g29494592
u78875726,g58479043
u78875726,g61434161
u45884104,g67038900
u45884104,g56247984
u55525583,g82317851
u55525583,g60489606
u17061439,g95765068
u17061439,g90581288
u79483995,g66296428
u79483995,g17981761
u26022408,g15714062
u26022408,g97310160
u54274967,g75447996
u54274967,g21030840
u11977499,g39366834
u11977499,g35978058
u79621856,g77859458
u79621856,g24849398
u05925641,g82874353
u05925641,g95225789
u32383577,g58649509
u32383577,g38724809
u90013638,g70709452
u90013638,g26556480
u35345442,g57843499
u35345442,g55646573
u01768310,g05463839
u01768310,g71954463
u03233576,g25612121
u03233576,g16320816
u58504548,g37782017
u58504548,g93399244
u63606659,g37899539
u63606659,g17712832
u61237602,g79499736
u61237602,g48512616
u52662370,g54634449
u52662370,g21947930
u18556594,g90898833
u18556594,g33503307
u62365327,g36958384
u62365327,g58564429
u50936984,g00657913
u50936984,g48541719
u74137551,g24705380
u74137551,g01435414
u55294871,g19831304
u55294871,g57734956
u09660080,g93969631
u09660080,g88282798
u79355096,g01086845
u79355096,g67301465
u02129594,g35155801
u02129594,g45950487
u80064824,g92468669
u80064824,g35149166
u03749090,g00083675
u03749090,g90398212
u51581636,g12946119
u51581636,g16158766
u26345786,g88216046
u26345786,g53536844
u27754940,g89627546
u27754940,g45963204
u82727393,g92522857
u82727393,g78970626
u82999931,g32989876
u82999931,g33325347
u47661995,g71822589
u47661995,g70286157
u66568694,g15035813
u66568694,g38338955
u84107660,g65055990
u84107660,g88735741
u47129563,g38914136
u47129563,g32095755
u38871576,g28788625
u38871576,g75912186
u93683322,g18223055
u93683322,g32819803
u73487372,g41331921
u73487372,g38813436
u83427263,g75513928
u83427263,g08961506
u26933725,g69693461
u26933725,g73173393
u09703080,g08020339
u09703080,g94908252
u03431726,g90301006
u03431726,g35984506
u31245260,g35073657
u31245260,g67650495
u30730456,g95842407
u30730456,g78082528
u17280357,g07047848
u17280357,g51830853
u92381286,g03280058
u92381286,g24212567
u66376398,g64568215
u66376398,g72625989
u53134535,g35549655
u53134535,g78970626
u56788026,g83425645
u56788026,g10876271
u18506333,g80979867
u18506333,g00558775
u42100273,g40485117
u42100273,g84686560
u22346040,g00602342
u22346040,g64029720
u17484711,g85642901
u17484711,g55070029
u61683676,g39930645
u61683676,g05389339
u27205339,g98118815
u27205339,g93941352
u11960893,g02428379
u11960893,g35296108
u54654852,g89492775
u54654852,g30838069
u66968893,g53223749
u66968893,g85491208
u03085578,g96831210
u03085578,g31519868
u32706320,g59317800
u32706320,g63858284
u23484702,g75228197
u23484702,g28963745
u95036303,g75498630
u95036303,g82024722
u51545733,g03420056
u51545733,g49289688
u04759919,g35984506
u04759919,g49614477
u70160774,g45468788
u70160774,g09805199
u81349942,g84476497
u81349942,g43642048
u14125630,g65055990
u14125630,g01104341
u88835772,g90427081
u88835772,g15035813
u39532419,g42142445
u39532419,g94730688
u62203024,g74412462
u62203024,g68808834
u36137576,g35331676
u36137576,g03600372
u81914083,g02637258
u81914083,g95560020
u04430455,g38024861
u04430455,g74713547
u17513326,g82616432
u17513326,g83146398
u33316686,g17807252
u33316686,g05031080
u90733484,g91879395
u90733484,g46300937
u78081211,g16586637
u78081211,g38425796
u79131192,g46602286
u79131192,g07804237
u31201511,g38724809
u31201511,g44038209
u01822396,g34397868
u01822396,g83843155
u45818240,g90581288
u45818240,g25500833
u26102740,g71795407
u26102740,g14029546
u75222770,g99830215
u75222770,g56739669
u55344934,g44130855
u55344934,g13832911
u83206928,g35984506
u83206928,g44908961
u37501198,g83221585
u37501198,g20051407
u63952530,g73594265
u63952530,g67147300
u09796001,g08143802
u09796001,g16246767
u38860000,g01660600
u38860000,g18658878
u25087987,g86213381
u25087987,g35048444
u70734575,g54634449
u70734575,g51573323
u03124291,g75160975
u03124291,g50610377
u89482132,g53996086
u89482132,g89627546
u30530866,g63870321
u30530866,g66877021
u89855328,g69433247
u89855328,g65170299
u75148448,g30541991
u75148448,g23131507
u82868412,g48753510
u82868412,g98217589
u09621573,g35449408
u09621573,g70822619
u64934997,g83517324
u64934997,g96804017
u44065947,g39055346
u44065947,g55997413
u57508791,g86195002
u57508791,g92734990
u02211193,g74469956
u02211193,g81247903
u29615491,g47205010
u29615491,g05900475
u21483313,g35549655
u21483313,g42406963
u15930213,g99526401
u15930213,g57297390
u07426800,g16073667
u07426800,g78826016
u21451966,g89492775
u21451966,g60416652
u90742229,g78239118
u90742229,g89465021
u15010009,g14867677
u15010009,g06565154
u85865115,g10126403
u85865115,g09409361
u29006683,g26556480
u29006683,g36361577
u20194412,g11862712
u20194412,g56739669
u70628300,g93941352
u70628300,g27953205
u92437348,g35331676
u92437348,g11960661
u64463975,g97014047
u64463975,g14479207
u05548301,g91879395
u05548301,g30788745
u00584629,g97528772
u00584629,g66676672
u49961321,g68135850
u49961321,g85778787
u09842258,g16320816
u09842258,g71184832
u70694256,g70232376
u70694256,g53204660
u17081932,g65794132
u17081932,g92018877
u62201021,g45328688
u62201021,g93251976
u11760972,g85021436
u11760972,g92794719
u22185524,g69577828
u22185524,g62607719
u13941749,g43636148
u13941749,g78220743
u27257486,g05463839
u27257486,g30788745
u88078966,g17807252
u88078966,g50132983
u98268996,g98707416
u98268996,g79819183
u40780359,g52540758
u40780359,g07571275
u22509254,g99830215
u22509254,g33721553
u26046733,g66086214
u26046733,g26654626
u65501677,g83607000
u65501677,g22161219
u17313321,g61264440
u17313321,g14432383
u77305148,g29494592
u77305148,g35073657
u53954956,g85252310
u53954956,g79563349
u59857204,g15339821
u59857204,g88529278
u75222565,g70742092
u75222565,g53460949
u81014462,g16008530
u81014462,g97038061
u28260148,g47344447
u28260148,g03128638
u70594237,g72460998
u70594237,g73341737
u97246800,g39422502
u97246800,g36316885
u47040501,g27545941
u47040501,g85599208
u44657132,g82166573
u44657132,g06607161
u28260148,g59271404
u28260148,g37006412
u83963659,g12946119
u83963659,g29752784
u27217054,g75228197
u27217054,g50216638
u76739688,g29494592
u76739688,g89498071
u84107660,g74412462
u84107660,g18295757
u45653038,g58464197
u45653038,g33598656
u17077729,g99830215
u17077729,g64963995
u32200747,g33263421
u32200747,g76463699
u81513204,g09409361
u81513204,g18252834
u39566284,g34491894
u39566284,g89716524
u55381716,g43409822
u55381716,g48402991
u14351210,g62722327
u14351210,g62450068
u29321637,g53223749
u29321637,g93325439
u15708066,g47086763
u15708066,g24816539
u70503952,g53996086
u70503952,g03209044
u75519304,g70274773
u75519304,g98969338
u19659420,g82874353
u19659420,g32642694
u54665662,g00475133
u54665662,g70959280
u55714698,g18294592
u55714698,g22948369
u80800629,g14264567
u80800629,g24054500
u20246964,g56621675
u20246964,g48541719
u44304781,g35444269
u44304781,g27495791
u77022894,g64348065
u77022894,g52837853
u03604519,g31712310
u03604519,g74713547
u28629898,g13451594
u28629898,g60949442
u28772315,g10773791
u28772315,g84415162
u48925924,g01482840
u48925924,g21483518
u88849773,g49056725
u88849773,g38024861
u26810316,g03156676
u26810316,g21597766
u61566227,g87912242
u61566227,g88837385
u79876988,g62607719
u79876988,g60803489
u65746127,g88090167
u65746127,g48770215
u29401175,g57500715
u29401175,g45909867
u62054025,g29494592
u62054025,g53536844
u92507062,g46862476
u92507062,g83798590
u05612975,g98908589
u05612975,g05056898
u33062891,g29546269
u33062891,g76745472
u92729375,g18146279
u92729375,g79208840
u28574327,g75513928
u28574327,g58553804
u64671579,g71924368
u64671579,g10126403
u14768941,g10685659
u14768941,g27865586
u69825040,g10081212
u69825040,g49010464
u59268285,g31712310
u59268285,g58649509
u22987840,g01685044
u22987840,g94694767
u80948418,g22244120
u80948418,g35822718
u24116990,g26556480
u24116990,g92237283
u22120134,g55567630
u22120134,g78323532
u22260403,g80438960
u22260403,g79686556
u45635162,g58553804
u45635162,g15367893
u51944505,g94012805
u51944505,g15041108
u00874815,g54704781
u00874815,g29752784
u53247100,g33325347
u53247100,g24862366
u44521634,g02428379
u44521634,g39179145
u86609329,g55997413
u86609329,g73809315
u60614761,g87889911
u60614761,g74342189
u35787069,g20994064
u35787069,g63750844
u17998950,g00919878
u17998950,g54979645
u78162454,g24662129
u78162454,g91411903
u84223749,g18529610
u84223749,g46101992
u76211356,g91479688
u76211356,g15041108
u69508485,g74380807
u69508485,g03825189
u28624116,g15881340
u28624116,g32411592
u60159476,g59682009
u60159476,g00880401
u80990711,g00880401
u80990711,g11458776
u41883931,g66296428
u41883931,g28309560
u82632907,g01660600
u82632907,g55294726
u44357789,g91479688
u44357789,g71370190
u58634399,g11862712
u58634399,g05863698
u01256631,g51753734
u01256631,g56056078
u34253509,g79208840
u34253509,g03916495
u37104306,g22832209
u37104306,g53041186
u67552707,g91851682
u67552707,g14525638
u03482508,g38224894
u03482508,g34842774
u59534345,g73265847
u59534345,g95962067
u73753509,g78518895
u73753509,g82181072
u75597994,g91479688
u75597994,g29714557
u76337229,g59553750
u76337229,g24508767
u69257437,g71756750
u69257437,g46932837
u07485786,g89237308
u07485786,g29592534
u40625911,g25195707
u40625911,g06318674
u79686847,g54465548
u79686847,g09558961
u29258017,g84207332
u29258017,g74380807
u41006818,g57963463
u41006818,g33284293
u81562258,g50216638
u81562258,g36316885
u97764793,g91024164
u97764793,g78580495
u11882275,g76120150
u11882275,g77859458
u00874815,g58690245
u00874815,g74035719
u67343366,g78215490
u67343366,g97717804
u13431842,g46300937
u13431842,g99513625
u49928935,g31448607
u49928935,g03359378
u66524517,g47227534
u66524517,g22832209
u80158356,g53223749
u80158356,g47177002
u99615598,g55891007
u99615598,g83595955
u77204704,g88311123
u77204704,g24809309
u42476560,g61264440
u42476560,g76636208
u60985517,g70898962
u60985517,g31978006
u97802984,g27594854
u97802984,g22641865
u79095699,g62022399
u79095699,g42338732
u32222598,g89122297
u32222598,g85021436
u62011304,g07047848
u62011304,g93472160
u65232091,g10876271
u65232091,g44267126
u34716927,g28713033
u34716927,g39090767
u75708099,g05914065
u75708099,g74035719
u95351735,g89998902
u95351735,g63333063
u81014462,g73199890
u81014462,g77346715
u43739751,g28940912
u43739751,g27059037
u58471931,g76717273
u58471931,g39007567
u11800784,g71128208
u11800784,g72841273
u80126884,g83757895
u80126884,g92569712
u32813538,g77806076
u32813538,g95572890
u61683676,g24982722
u61683676,g35331676
u25208254,g26925800
u25208254,g51812669
u37555146,g03136155
u37555146,g67646663
u21687568,g16234754
u21687568,g27996569
u68854619,g00919878
u68854619,g06322315
u06489976,g78355069
u06489976,g60551726
u94977887,g80196469
u94977887,g59317800
u91862741,g49644714
u91862741,g34621957
u14581640,g28846994
u14581640,g56211947
u95609094,g40551467
u95609094,g70592519
u85736221,g65055990
u85736221,g61046982
u31422800,g26437139
u31422800,g83853612
u04386987,g22284227
u04386987,g35296108
u18506333,g74343362
u18506333,g67137174
u23465530,g42862258
u23465530,g21794152
u23377517,g61264440
u23377517,g22858599
u73735056,g82220080
u73735056,g47164408
u51276578,g55891007
u51276578,g34537052
u39204633,g07321220
u39204633,g67585399
u22289886,g48512616
u22289886,g75521004
u98617602,g09670581
u98617602,g18294592
u76099430,g65905047
u76099430,g58649509
u37887653,g68132896
u37887653,g46421079
u12849065,g63309816
u12849065,g79613605
u93268038,g05463839
u93268038,g18030920
u55871111,g03262233
u55871111,g84150274
u58160600,g64596037
u58160600,g71370190
u10457632,g64574718
u10457632,g78220743
u73735056,g94300691
u73735056,g45136097
u42476560,g94694767
u42476560,g77681780
u72952508,g87795702
u72952508,g76578408
u96347560,g08353646
u96347560,g25659977
u55129513,g54514430
u55129513,g64432243
u14649675,g47177002
u14649675,g48854474
u65880888,g38230643
u65880888,g69142385
u59898940,g82317851
u59898940,g91024164
u19599296,g71371078
u19599296,g73265847
u47037823,g06045292
u47037823,g77681780
u60086062,g76745472
u60086062,g46070040
u90170064,g13921453
u90170064,g68576640
u59755606,g50627654
u59755606,g84515065
u55525583,g70742092
u55525583,g98707416
u06266674,g69213131
u06266674,g48657523
u67512581,g90832644
u67512581,g26760273
u80085723,g93472160
u80085723,g38762269
u99468023,g02428379
u99468023,g65046475
u08935902,g29741733
u08935902,g32264946
u37729922,g58014324
u37729922,g57791098
u82769036,g48657523
u82769036,g18960204
u23800330,g68132896
u23800330,g96839895
u11801346,g60355697
u11801346,g09929422
u17283215,g65175011
u17283215,g83819956
u27151367,g37790060
u27151367,g99282074
u47228590,g82004731
u47228590,g62180900
u15238678,g82716620
u15238678,g83216730
u73735056,g35331676
u73735056,g66935237
u38577182,g41348232
u38577182,g99544321
u93463598,g76099968
u93463598,g78336897
u32069058,g36958384
u32069058,g01086193
u32947785,g96870434
u32947785,g67128840
u08258862,g87912242
u08258862,g58553804
u74426406,g28788625
u74426406,g14264567
u91703040,g24803988
u91703040,g78355069
u85535259,g31252788
u85535259,g57779102
u35036355,g36769937
u35036355,g54099326
u87131427,g40499587
u87131427,g99648790
u68038246,g46446145
u68038246,g03718546
u67992680,g29657740
u67992680,g70623472
u72927964,g33626084
u72927964,g09480895
u82502934,g78566721
u82502934,g23906482
u98940351,g29808295
u98940351,g61869150
u14756830,g74412462
u14756830,g22771657
u72671384,g15339821
u72671384,g28963745
u30562362,g68047320
u30562362,g36336692
u87037495,g03420056
u87037495,g21947930
u05581149,g05349653
u05581149,g36879809
u06109427,g70742092
u06109427,g16135457
u07261238,g70137688
u07261238,g46287090
u57035589,g67038900
u57035589,g95573328
u97610504,g67147300
