userID,gameID,prediction
u12301728,g83093985,2.108018906841641
u91634610,g11862712,4.224218036832733
u70076452,g66187454,2.142787579552856
u14595674,g71690287,3.2307857244723373
u70647035,g59132435,2.361132395228275
u49227907,g75591774,2.0586153442203625
u47732229,g00602342,3.671571177117288
u52520551,g06849398,0.49278330819841853
u95251001,g14806591,4.882720498898272
u84178019,g86430125,1.9692308187005378
u08176900,g65794132,2.511299862479934
u76404562,g54506405,2.8697038738183256
u26095980,g95560020,2.864063365643033
u97592278,g11225866,3.5003975294537186
u44785008,g57734956,5.05697429357544
u87047715,g47087082,1.1658266801395167
u90350768,g40551467,5.030938890318595
u40158774,g91479688,7.322298263358275
u29320534,g29752784,4.202155061748104
u38690724,g46527418,4.028596894277388
u30465751,g63715049,4.562668566655655
u70160453,g10773791,8.226996790836719
u73988548,g78139956,3.4574170152835686
u95764184,g40266442,2.275748477267485
u48087366,g75730019,2.5072774641741358
u35368986,g10946181,4.74622345683032
u04763917,g94497006,2.0927700659385797
u70756776,g05894153,2.4180980001281016
u39281280,g68132896,5.246732487283947
u93185343,g62819767,2.064680234955337
u04114967,g15881340,3.3714166507878343
u74748141,g66678119,1.495445420227736
u15832377,g97767591,3.3520073478918655
u72218324,g73792397,3.508486959793107
u01903817,g36338988,3.7894471675001498
u92083302,g41031307,5.192629946870685
u33601253,g68959096,4.795117217438938
u48940192,g61264440,5.027040522388941
u55350279,g35444269,4.344714932160229
u54965133,g06097413,3.58628873142362
u80028968,g41896919,3.297844938962677
u77135073,g15881340,4.972248505152484
u23546625,g03156676,2.876836825832301
u07229282,g17604638,8.432936577476326
u49423423,g75348396,2.93333988464128
u04928040,g90538928,2.106849840744142
u03233576,g01873417,5.055256233350761
u01806590,g17361564,3.714562875437285
u01276399,g32819803,2.7050469802991786
u19431743,g50444948,3.2796127246223628
u30001051,g65794132,1.780909716584875
u76404562,g02291184,4.5194521184378065
u86748386,g63396588,4.614014023483124
u17031377,g68594066,2.144759310867308
u60870972,g81608348,5.27862323631824
u48616923,g37782017,5.058202690413284
u75656042,g11862712,4.470753811249422
u27204408,g29343118,2.9073163512045763
u77035669,g59833534,2.6845187632416785
u97895796,g11181397,0.7901113139698217
u41263957,g58564429,1.8647161671896852
u36684316,g77806076,6.900191732604331
u80800629,g53996086,2.8864755991835325
u98863380,g68818867,2.9549641575726677
u89526470,g16967024,2.7326967325878773
u67552707,g20944046,2.8676472465484872
u08631099,g75046549,2.1332432391067453
u19644250,g42862258,4.230249623367852
u64237842,g15339821,3.046585087762596
u79892305,g36958384,4.652253559110397
u70339605,g16320816,1.0324583665397145
u56683450,g63396588,3.5411483601809723
u73988548,g14368997,5.327765567643313
u55730078,g99674775,2.5106836634241283
u32923011,g15881340,4.698168850038979
u67063622,g19425343,4.324887131316545
u83496814,g79499736,6.067666971098944
u05202684,g71128555,1.5658746296742612
u01997404,g74412462,6.391140391966396
u06266674,g05463839,7.614891027449891
u04763917,g93034225,1.6213656185862642
u12352667,g18762273,1.705650716952996
u67983089,g35549655,5.866899165267041
u57355453,g27491100,3.369784928490934
u93263722,g04615400,3.731184111503076
u60932748,g51367911,5.608173416354834
u03729616,g70003539,4.1305800817236396
u33909345,g16952539,4.277113712006212
u88837062,g40531835,2.894849534637495
u60063697,g16087475,3.434783620172085
u26602381,g61856392,4.610331677824432
u34020914,g36958384,4.172148508071938
u58981182,g76892743,2.7321995023137506
u83260741,g05349653,3.7161236437914154
u12741451,g46446145,4.993189686879623
u11476760,g69372699,2.6064660066251695
u58812126,g01540872,3.787459842972329
u83288532,g91616357,3.2945064362482093
u04836696,g71371078,5.5000699061309
u44009694,g11862712,4.052937802484697
u14814897,g68302537,3.055710797725
u72218324,g61434161,4.385921958529845
u39796895,g59271404,4.144370614999079
u51062008,g15041108,2.888055915172067
u52954416,g04423005,6.114796010370733
u44521634,g26556480,2.704573901504533
u72986401,g06097413,3.947126858138618
u61150089,g63396588,4.75539728634354
u47890042,g76138491,4.360918496151847
u78552338,g97795987,3.857760971345015
u75519304,g46602286,3.1127418950654677
u97099051,g14368997,4.944788998732939
u28677421,g92017077,3.721029853032828
u31219469,g31541380,5.231844251922865
u82039751,g03207903,4.676287201594814
u65746127,g87968210,2.406366917533299
u83172509,g68047320,4.985741284602692
u71314174,g24283850,3.465201259814407
u39532419,g26730287,2.7378116308328893
u94977887,g65046475,2.7414581060636065
u51238798,g78970626,3.6740508266773206
u18043411,g10081212,2.2060844962040647
u67632443,g57834425,6.4629359735507546
u37216201,g15547870,7.502457665210338
u44594988,g32943027,2.458618392536996
u63229947,g05510401,3.317690043328497
u03766095,g14542017,0.7285992991481234
u58385308,g05551150,3.9125270369294807
u32538708,g25723374,2.9208310946539644
u33701854,g51234623,2.733577308297943
u73655118,g76361508,4.368146326761024
u08422227,g97435957,2.3635314158795926
u82636912,g23657488,5.35257308087941
u56533038,g03136155,5.776153852870908
u02074953,g24982722,8.421914267968914
u19135199,g49368897,3.933404255365096
u72139431,g33872505,1.2667992198397766
u67398492,g40110970,4.9373899113885305
u93154067,g41577769,7.756810990121945
u04495704,g25834374,2.151343559853965
u12831192,g45232069,7.339691784790002
u23791734,g91479688,7.890457837081632
u08543832,g28397260,2.7366966989930526
u78248555,g43409822,4.902776363357235
u24002764,g22244120,4.509694886019137
u97756269,g05031080,3.8750738510126
u34127632,g13451594,4.0418414852469695
u24606346,g13121437,4.511962411870489
u71263232,g91851682,3.8985314741374992
u31583354,g88348345,3.0367017007932833
u63484823,g44130855,0.6044888600923086
u98330996,g11862712,4.4143685116958835
u09717896,g16087475,3.80085594474616
u04150783,g74112521,5.250646885985374
u55952495,g83843155,1.9075813239451014
u73063505,g33211163,4.459779182173994
u19670502,g44582104,3.8872618901309313
u51322914,g32303199,1.2432174518395898
u94573512,g24816539,4.4394414756390175
u83357129,g01660600,3.4612089603466067
u92729375,g79333823,7.2943519924901885
u52496811,g94300691,4.791710302987382
u93072491,g79333823,7.036648079491987
u00914251,g67038900,3.9686718952262954
u00631846,g40499587,6.678834561871842
u37555238,g60926645,2.2412154406441993
u65152844,g61557790,3.460201252856122
u95987184,g27545941,2.4409820740186525
u12982875,g83595955,2.289467483221443
u42467385,g23657488,5.51004958506376
u95368325,g08347342,3.3539455217326273
u41633254,g92782480,5.104008785989704
u46933812,g15714062,7.446429687304394
u95210326,g01086845,1.6118362494520921
u21957619,g77859458,7.695829767059233
u95327242,g37422652,5.5087242573737445
u23441276,g89122297,1.9715407006301073
u40466912,g11874075,2.6170185245100432
u56316691,g71128208,5.485639263846215
u32015397,g07717755,3.9100711221712094
u68905669,g90538928,3.1831426778120204
u34487395,g85605126,3.254351536974992
u74423141,g11075424,3.2637516156917346
u66082707,g11862712,3.8514085284898254
u82332490,g04615400,3.3042407859898035
u35871341,g94547789,3.2304894141453255
u89383061,g33084376,1.7234077528916005
u44380424,g89200271,5.677414735677514
u50997247,g11347632,4.114912187032216
u02795977,g17155852,6.191434701955066
u14336188,g66197269,1.585719791301594
u00667894,g78139956,2.389830444923845
u67519558,g39845845,4.480300535367812
u50062649,g59442626,3.693612975723094
u29553373,g85252310,2.910943407222058
u70666506,g46609035,4.266486269641692
u03047013,g25962198,3.9297262351739213
u13370974,g08220648,3.1537445848619035
u72478974,g94410811,4.076501979634496
u64072664,g68168423,3.6114168051528166
u96608400,g08257375,2.3566954763261707
u79541988,g46602286,2.668861690505084
u30258510,g18306019,3.165387855457932
u89478667,g81642335,2.4978149396020495
u89239385,g88529278,7.019756969003173
u58279240,g59997114,2.4681593502366055
u20899705,g92017077,4.0821661868372985
u92184193,g70274773,3.8688907411905245
u16136343,g01660600,4.185506179820553
u27320565,g81608348,5.064947672413614
u23069394,g88735741,1.2872225048815777
u11074610,g89809648,4.621208772551403
u11436417,g86256371,2.877396317307584
u63720594,g40110970,5.433517618486977
u31332472,g08143802,3.9490428984387105
u94069457,g76138491,4.350509230997427
u94085555,g46446145,4.878894612251414
u83600529,g45978626,3.833671330577002
u50866739,g43076769,4.271040905792995
u73127506,g17604638,9.399938120237621
u44636287,g57834425,6.412137161765801
u70853810,g62481736,4.805154663199453
u13547804,g93472160,2.8145416469511804
u64656494,g12946119,5.314324271472124
u33109625,g88406710,4.436459101697776
u49423423,g63989484,3.535474046937846
u91838613,g24777226,3.4667580084749057
u52454500,g38436572,4.0047344078595275
u08983578,g67274965,4.5798633147734895
u62097536,g11225866,2.116435650735
u04261151,g21050126,3.9249871279676904
u84107660,g01435414,4.045243017050006
u81058112,g97931549,4.422367639181384
u80605925,g29741733,4.150773082730052
u50097048,g84397720,0.43160244829366023
u12125660,g11225866,4.244818864655494
u72054992,g39921149,3.835002728403689
u44095087,g19813381,3.950532972247413
u11108186,g84207332,2.9278913006278966
u06072875,g56056078,3.905279957171462
u49961321,g13343607,2.0254575751128043
u03790099,g40372626,4.183771767424136
u97524202,g68132896,5.838993727581211
u15554224,g65055990,2.7275427747260332
u18675490,g05463839,6.405544602614624
u38546471,g65683787,1.592289247671324
u37098825,g28713033,3.28565914504997
u64569550,g24809309,4.408505498637664
u66610671,g08353646,6.673170056745304
u23368183,g53223749,2.7840074467033156
u62857432,g75228197,5.750889316818865
u86021676,g48289742,2.0924134097476452
u58947884,g46300937,5.142905339033552
u18417633,g21481926,2.199339454743651
u90174553,g00288786,3.4453809715843042
u83402391,g36859945,3.036406575702378
u92442650,g03207903,3.774392002065869
u42897868,g16653801,3.420009986852623
u09703080,g29741733,3.968768294359407
u84410758,g98293003,4.878222965178281
u47573995,g24268800,2.1627528910666785
u74849356,g00131880,3.127234194446122
u61175090,g22771657,2.0803475612497655
u22964372,g77681780,2.629515473856455
u32780791,g72856076,4.485411225530716
u35902127,g77806076,6.479030076150915
u53777615,g72460998,2.8657550181335067
u32098095,g46446145,4.222700298818159
u44521634,g85103579,3.7470402316117974
u93652398,g53715495,5.533734910833301
u71386265,g59271404,3.6756563107462936
u55631103,g11862712,5.296595716185591
u30873465,g09482600,4.140240105333023
u62247393,g52620301,2.5635506581612133
u61544968,g52077802,2.0060774698028583
u84256962,g41988339,1.9153590767441835
u69837222,g85252310,2.8004105062324043
u16598632,g86399378,2.381708506224423
u97764793,g76822730,3.9469829215384884
u09970728,g98075409,1.432501791259671
u74357322,g69051492,2.2394740257460937
u14734731,g61264440,3.636813128321444
u62354011,g33872505,2.027680441365442
u96545303,g04641598,1.0415568256107703
u87731122,g99758692,3.84189902671645
u06064559,g45328688,5.786902878534939
u23791734,g79333823,7.31731094765205
u07403582,g91479688,8.250399326528782
u17313321,g25612121,3.34464557715294
u55666073,g38434648,2.9786502586533543
u44000052,g14512041,2.738805552102407
u67398492,g78518895,4.766019149476931
u72218324,g26192910,4.094362235506157
u44185960,g06266910,1.6606848949515234
u47146279,g28397260,2.076279660598924
u20659941,g16967024,2.2576117682492556
u30193040,g69033010,4.754778767128178
u72312721,g27727435,4.095319701154292
u09282584,g61877459,4.456297836933997
u85859952,g89809648,3.7561560483498733
u94739498,g95916447,3.381040389624062
u38112790,g11225866,4.1402365767347895
u89792962,g31712310,5.150955751800755
u45021466,g51770536,4.579379987992416
u94481676,g87912242,4.840245489971684
u24112449,g06921499,4.454789829702646
u79398659,g39845845,5.4493266276015655
u85801738,g34929278,2.490098838425248
u73589158,g38724809,5.204810917492384
u27700909,g18465780,3.6683528610290645
u58254457,g40551467,4.271795019727567
u75771611,g56621675,3.420917570169179
u86081323,g03280058,3.959574634291837
u51163091,g64167567,3.6515186132942072
u74718768,g71906049,3.2394266877840843
u26858759,g34949160,3.7620407307265435
u64608589,g26732871,3.8995668646820283
u32696465,g22244120,3.929918121029021
u01122566,g57500715,4.495309068599935
u80541052,g61877459,4.740896334270094
u05581149,g15360200,3.531753887319555
u85430536,g85617864,2.0297524427463207
u08807833,g79499736,5.419005917655752
u31964465,g34621957,3.2978646264782823
u53074823,g91851682,3.3392844378777053
u03036420,g38024861,6.520863819393571
u08166315,g34477578,5.56995923409628
u95327242,g65734768,5.764196658660918
u85288110,g59132435,1.8785525455194985
u56220457,g93432134,1.9783770174672843
u44157494,g32136079,3.6215950175349323
u51839661,g86199393,4.293816451107161
u99145538,g39366834,1.9028282498430498
u70647035,g61434161,4.956244565096964
u87037495,g07535543,2.4704954326276596
u23477614,g65175011,2.0063162782618496
u08343463,g51450658,3.226153131832352
u72397005,g27545941,2.964302846839075
u50987399,g05388491,2.7416185799252393
u07709944,g93507333,2.8906605952072035
u84505694,g66258359,6.233681120629102
u35200970,g80472053,2.6682576207750808
u53040709,g47446961,4.558475486860244
u67942871,g68808834,3.7892592256123825
u28572651,g62954425,1.1572868966819179
u17490349,g03207903,4.4317562255787415
u12934716,g88116000,2.9985138474421658
u97802984,g24982722,7.225366161970449
u90784003,g61264440,3.985359524108078
u43225830,g16135457,4.583287105995106
u83926608,g43689131,2.8815311975759186
u04962079,g44459813,1.43917246932857
u90337818,g87749248,4.848308277657322
u45713244,g38436572,3.1002834468989198
u36549785,g66086214,2.333811736627607
u03901335,g78139956,3.051551118906121
u26771241,g70592519,2.3621162808572627
u95113472,g63446287,2.9476673078225186
u87968882,g49368897,3.673706371529345
u98869198,g84020059,3.2058161114002837
u39532804,g31541380,5.715361833861484
u06413947,g05286498,1.585077738185114
u24074275,g02416235,3.727269725665253
u48165337,g89492775,5.207868264282415
u71516011,g46862476,1.8525949094322038
u55071076,g88735741,0.6288303340738124
u51175241,g59553750,4.6413941816033715
u75323279,g78826016,2.934858994360347
u45679096,g46932837,2.2680398804448525
u16343442,g89809648,4.976625847759959
u21056154,g96482153,5.016612796397086
u91634610,g10259243,4.449473117313342
u70556502,g45229132,4.408010257813109
u56239295,g96831210,3.3942462076221585
u78669382,g12112901,2.008803556318368
u62509621,g68559005,2.879758387346772
u63734163,g01873417,5.337382804845453
u57077025,g06322315,2.2901542684903515
u29394603,g41577769,6.525867648318051
u93257386,g31800990,3.5558551427834857
u38961187,g96221632,4.657296447648493
u25828842,g05463839,6.883110270910784
u78389390,g75228197,5.977654067898682
u57510806,g08561999,2.787572641604059
u60183585,g55811676,6.308352850086674
u08898885,g00919878,4.097093381585015
u36626068,g29741733,3.544350606333226
u16503738,g24194110,2.724989856305393
u41713397,g24479985,5.00147680407728
u81933585,g49387258,2.5130222460562353
u83720525,g66086214,2.6405905774869805
u56911577,g02141122,6.531402723508848
u95348013,g64574718,4.655838163195567
u74109015,g04615400,3.8310264473725493
u85748295,g78139956,3.3263876405648736
u72986401,g70479705,2.347859899128016
u36046248,g32799642,2.0050290630087146
u50341935,g34216483,2.7467603283064324
u56316623,g25170902,4.069451366898401
u35526061,g01660600,3.863370280663773
u15844193,g48452334,1.4396111359395587
u01903817,g03128638,2.3167560283399693
u78681449,g22244120,4.114593155099598
u30516690,g90538928,2.17653359767262
u77598069,g11862712,4.46881958615528
u52623513,g68959096,5.236141259503835
u68962324,g02532016,4.439063048260317
u41605687,g00290491,3.7900860629784527
u96135866,g96830890,3.7471244185013517
u33537958,g11075424,2.868311441959313
u84685172,g84770347,3.9815289982995514
u05315350,g16158766,2.6246312017730826
u35787069,g57187406,3.068350677857528
u24013589,g80438960,7.170670693533022
u82936629,g07895907,2.1830933474601193
u55473341,g54227334,3.543455576721417
u04759919,g68047320,4.4765294635290065
u29006683,g56751692,2.0764309796434515
u67039884,g04462740,4.126088994247508
u55067766,g45359822,1.5852794644614465
u40742852,g40499587,7.220209505158775
u28326815,g23104067,3.73982779360858
u17863042,g70274773,3.631298442839687
u51322914,g51234623,1.2861607468111682
u37642922,g34491894,3.926342087558149
u20249098,g68660659,2.5231728918147085
u74036086,g57843499,4.589121421376543
u18639863,g33776814,4.3270624441608705
u83192523,g84994417,4.149047697692058
u96852472,g51234623,1.6523898587304444
u86914212,g38302836,3.1893310811129103
u50855406,g68594066,2.327362318999898
u53247100,g79027240,3.313763775285926
u60427348,g78518895,4.774273375368884
u46933812,g40499587,6.721276437919924
u60105241,g65794132,1.5725319570694174
u56316691,g31190276,3.7184839872981788
u90678189,g87749248,5.1192211292003575
u44742433,g38964542,1.0465561975900513
u12891480,g17218685,4.716341010139767
u15887552,g84465937,4.894671972545404
u26285492,g70742092,5.521671729222037
u18820716,g69213131,2.944767134816693
u35345442,g61877459,4.545822628409198
u38420807,g75513928,3.7689910421907444
u92818506,g74119615,2.3323726704093644
u96104653,g90154665,4.180126802483065
u42897868,g24479985,4.898551468696867
u38420807,g50163420,4.748953386154142
u37043522,g88657260,2.8684459539106677
u03513073,g52947714,2.606716882765896
u84257994,g02273341,7.0491516129461695
u94006868,g80979867,3.16230179466398
u93029368,g36122744,3.014814285938169
u89855328,g84994417,5.183277818605334
u62303521,g01660600,4.260530476585134
u52365785,g83147553,2.9952706439371513
u50715052,g94401019,3.3067878565560207
u44337325,g32770457,6.057142912519398
u56482140,g62850718,5.716111248143179
u59370809,g90301006,2.1326333356573977
u25657821,g75248233,4.7866147028870945
u67332556,g95765068,4.305710972789977
u11010664,g23188828,2.8166591368684224
u31422800,g26710111,3.4261697068425647
u35298149,g11278512,3.159174126872936
u18782898,g34491894,2.830267420919242
u26986311,g68132896,5.652681347867022
u71731340,g70274773,3.7307889882952097
u09347986,g83853612,2.4643329704196275
u75811549,g98307890,2.4237716946530115
u49170107,g75793700,3.9578226308195297
u15945593,g62357377,2.9482326339140044
u50086910,g07132329,5.038169380783467
u33908008,g15360200,3.02373292823075
u05581149,g18223055,3.145412847102875
u27252828,g48452334,1.3376588083521084
u84256962,g21595192,2.476294111602206
u09994097,g43979015,4.542609252732213
u23441276,g09482600,2.7463268928955533
u73134199,g43689131,2.5033788633018186
u55472824,g46446145,5.7808323341602765
u31837396,g25723374,2.5281163250090763
u50097048,g99496555,3.7730261227473205
u61884625,g92844965,4.60304820129847
u19670502,g65734768,5.741191403375405
u18996344,g45880815,3.5610537517906242
u12979095,g62022399,4.06376741634864
u82197279,g60926645,1.1658024433066432
u04759919,g76381409,4.052301445694308
u81072899,g78826016,2.834086502964105
u52849485,g55070029,2.2031281735391897
u59290636,g70742092,6.500815746008136
u19082710,g29752784,4.282779909989593
u03242465,g79333823,7.978176034194027
u90210178,g97650885,2.715135075078749
u73944730,g08353646,3.7855261954015167
u55699496,g07132329,4.5491732567075625
u45118952,g68559005,3.3201113244069043
u75519304,g69033010,4.79305033001398
u33282942,g90379019,4.265692973619711
u82502949,g79472133,4.510006901883098
u76739688,g05349653,4.422190102713974
u64860701,g10773791,7.747654776106773
u98869198,g83425645,6.274378870754417
u95791396,g41348232,2.395261930161791
u17490349,g64348065,4.086078270884795
u89874556,g53969661,3.701141688316359
u11194965,g16167807,4.1258594477760795
u54177102,g83607000,4.250969524289049
u57390866,g26129292,1.7275049381419563
u19056561,g30314000,2.482677864236571
u56439470,g03304317,3.540445334662288
u77506393,g89809648,4.351214323012675
u18556594,g17907308,3.210728135358046
u06298363,g00500020,2.049493546698024
u70345415,g67038900,4.037791278856121
u78120233,g03582685,3.61554545920179
u96979423,g36958384,4.349150011692924
u70389962,g22244120,3.6020903834403137
u28394954,g99496555,2.8628415819007182
u14407800,g48254339,4.915787333210212
u04594973,g05463839,6.249541217634295
u18009698,g75513928,3.8968879435132386
u06083958,g78139956,3.2263161815920016
u27709887,g98214175,4.026655211784265
u51811686,g76717273,1.225105390309426
u89701907,g66086214,1.679960555988636
u51276578,g89809648,3.2225011327375688
u09994097,g22244120,4.290414840571842
u23462585,g60222751,3.3402955374234047
u51155332,g35166995,5.805178494773211
u53201370,g29890162,2.9495870895927583
u01058814,g22244120,4.806017933699475
u31453539,g18223055,3.3839886269186157
u01903817,g34193208,4.06906618142406
u44272900,g90898833,3.209270169703144
u64285022,g39534254,4.552423113881897
u28780134,g36958384,4.963671876026792
u70787120,g46101992,3.60917014790956
u30139387,g53461537,4.297676822854397
u75552947,g35984506,4.1379136274488095
u18824154,g97217108,5.676030293719509
u23496727,g24479985,5.276790654302333
u39310994,g75160975,2.7323960102454703
u44657132,g78336897,4.236333672018647
u03179970,g35155801,5.1607573334981325
u98871696,g51894741,3.5917642860809913
u30363937,g73542870,3.726546012328634
u59766914,g53642056,2.1064973774473947
u74685029,g22284227,4.1488419518039255
u33085406,g48350599,4.543121581937632
u43319755,g51770536,4.390816164946365
u54411535,g53461537,4.030234576873475
u98182875,g10444367,4.452869702979068
u94902092,g89200271,6.111023165462503
u12304471,g30891154,3.7457753468984
u48378925,g10081212,2.304879751176446
u19426512,g36879809,1.2378197829746342
u11726116,g51367911,6.233534653352673
u99768026,g83221585,4.364597850331661
u14649675,g54327129,2.9585924022357446
u01950597,g74343362,1.258828019642825
u97424769,g59259028,3.199804391726021
u31934142,g32989876,3.0298522514599426
u45155348,g09409361,3.4335273587068826
u86807468,g26274477,2.8545285483696063
u34487395,g89492775,4.434042917893773
u46910304,g34216483,3.083832671490027
u93715150,g02395333,3.192259560315316
u22147688,g70286157,5.52575489980026
u53316375,g18111735,4.623755303619807
u66562726,g00187437,2.160150957443625
u12285210,g30105066,2.6651577881400135
u47562659,g61225634,4.933582460431871
u96733715,g46446145,5.010327761802559
u93071176,g17807252,6.621193135827038
u11882275,g59682009,3.025873740714726
u01970144,g70286157,5.737915359866426
u17950890,g33626084,3.6644508733991237
u00914251,g53302271,2.1325362895317945
u70302904,g07132329,4.090397157339969
u40251545,g58218995,1.8176485008702112
u55889676,g51234623,2.2570367266149236
u50722734,g40499587,6.1001765943453865
u56008566,g29657740,4.2244265463092185
u72375447,g29741733,3.7309927752408827
u78337762,g69929359,2.1325010522726786
u63840885,g92794719,1.9730766226223042
u04495704,g05349653,3.868665095485051
u59556555,g03488908,3.5365877374385333
u72998742,g15714062,7.311249131399858
u07229282,g10053132,2.799666727078752
u90624417,g08020339,3.7201712900754265
u17780757,g74343362,2.79532595305224
u21257203,g78580495,2.735925175050129
u33197553,g35648086,2.8732967010880106
u70389962,g31190276,2.953057366437475
u98179594,g25592128,2.0895393485098253
u27244547,g57791098,5.379792488966565
u60614761,g34765721,3.104480777670016
u60034827,g34404624,3.61686158419087
u06024869,g51283481,6.089763916679565
u44306351,g31541380,4.902983130822381
u65379510,g17604638,8.702773142756518
u26109283,g85485988,2.3679938414975297
u03150358,g95702441,5.986468474541084
u77827699,g30832734,4.875060520187617
u48741760,g62481736,4.1071159900955205
u16311463,g06730153,1.0839072066877018
u60098410,g88406710,3.5231398754220757
u72952508,g53744230,1.821816913868349
u52693207,g68137463,3.9169774987257404
u44605250,g48828327,2.133366149919791
u76405884,g82874353,1.7898324863852726
u05474386,g83425645,4.714771957793722
u76695873,g51322209,3.416260537770531
u49097492,g95702441,6.024065924997691
u23858280,g46950883,2.557564960284951
u50752235,g92794719,1.8770325175788605
u23546625,g11874075,2.896178124987674
u18475136,g23175113,4.456302981770133
u95210326,g00919878,2.382678710721554
u46734883,g57734956,5.076898622735267
u91942049,g85442587,5.858363162729535
u94845177,g34621957,3.190872000627045
u67890036,g83147553,2.0507139258259297
u05935515,g19451556,4.229866938584481
u67081608,g79735883,5.0655616230825
u32464819,g28580984,2.486753946476359
u09571513,g16087475,4.256479322866301
u20899705,g79333823,7.7238951378022165
u75519304,g23960717,3.5721269566100053
u91418972,g32264946,3.281506759537929
u11751952,g68302537,4.216104801345167
u39796895,g52140787,2.3997285876292427
u92136099,g76745472,3.772191689736831
u64254759,g03207903,2.89341875825808
u04639299,g27545941,2.8235761943156774
u56333343,g11862712,3.9686230976448815
u64733603,g54099326,0.6195180832683782
u56349118,g68817798,4.58048207329448
u75519304,g61913894,2.8004860205943594
u15751602,g21037002,3.9718421262175747
u53103178,g66403731,2.267724450303459
u73038623,g74942396,4.693067244656234
u87979266,g05463839,7.111703451991419
u89993462,g59833534,3.8634329094186644
u76210098,g82668863,4.713534082897434
u61150089,g87749248,4.888636801832152
u55957105,g33211163,3.9351448828754516
u00950089,g29741733,3.9796724025385153
u21958648,g79735883,4.414268650630966
u17992114,g18465780,3.942874611279195
u86837249,g45328688,5.727669890859017
u94994362,g69213131,2.373925938065663
u35797255,g18342664,2.0464336089436213
u83485985,g65905047,3.8674961099587324
u05114490,g49982729,2.512471097362031
u56398131,g27491100,3.1661609660768923
u13132900,g36958384,5.1941167908952215
u21023214,g85599208,3.3870287457186126
u38871576,g99232980,2.516543940791661
u48749199,g03582685,3.7484028820068027
u99182282,g99674775,3.0726538723519075
u01684585,g60107140,3.1125646980659223
u62402243,g39422502,4.991580219504824
u53669213,g87889911,1.963997774895518
u01368818,g24555799,2.7394665167177834
u60002054,g58023805,3.5004844324022626
u21056154,g22641865,3.6338274775540307
u29321637,g89998902,1.7904163352783147
u11726116,g39366834,2.382584263481198
u52679587,g89554109,4.416194576159704
u41644422,g18980112,3.399333260959741
u23800330,g36122744,5.950781122166741
u53333400,g69033010,4.561853129227548
